id,batch_id,kitchen_id
PL_BULK_1243,B_BATCH0160,K020
PL_BULK_1244,B_BATCH0111,K021
PL_BULK_1245,B_BATCH0287,K004
PL_BULK_1246,B_BATCH0252,K005
PL_BULK_1247,B_BATCH0167,K024
PL_BULK_1248,B_BATCH0037,K008
PL_BULK_1249,B_BATCH0175,K011
PL_BULK_1250,B_BATCH0083,K021
PL_BULK_1251,B_BATCH0043,K023
PL_BULK_1252,B_BATCH0341,K021
PL_BULK_1253,B_BATCH0371,K011
PL_BULK_1254,B_BATCH0226,K001
PL_BULK_1255,B_BATCH0133,K007
PL_BULK_1256,B_BATCH0125,K023
PL_BULK_1257,B_BATCH0032,K012
PL_BULK_1258,B_BATCH0129,K004
PL_BULK_1259,B_BATCH0366,K001
PL_BULK_1260,B_BATCH0022,K013
PL_BULK_1261,B_BATCH0222,K024
PL_BULK_1262,B_BATCH0212,K006
PL_BULK_1263,B_BATCH0209,K016
PL_BULK_1264,B_BATCH0191,K012
PL_BULK_1265,B_BATCH0277,K013
PL_BULK_1266,B_BATCH0049,K016
PL_BULK_1267,B_BATCH0293,K021
PL_BULK_1268,B_BATCH0386,K022
PL_BULK_1269,B_BATCH0113,K006
PL_BULK_1270,B_BATCH0229,K003
PL_BULK_1271,B_BATCH0015,K010
PL_BULK_1272,B_BATCH0008,K011
PL_BULK_1273,B_BATCH0131,K004
PL_BULK_1274,B_BATCH0035,K011
PL_BULK_1275,B_BATCH0085,K013
PL_BULK_1276,B_BATCH0080,K024
PL_BULK_1277,B_BATCH0036,K018
PL_BULK_1278,B_BATCH0045,K011
PL_BULK_1279,B_BATCH0302,K020
PL_BULK_1280,B_BATCH0245,K023
PL_BULK_1281,B_BATCH0013,K014
PL_BULK_1282,B_BATCH0332,K006
PL_BULK_1283,B_BATCH0308,K014
PL_BULK_1284,B_BATCH0078,K002
PL_BULK_1285,B_BATCH0049,K011
PL_BULK_1286,B_BATCH0103,K007
PL_BULK_1287,B_BATCH0207,K023
PL_BULK_1288,B_BATCH0281,K024
PL_BULK_1289,B_BATCH0371,K018
PL_BULK_1290,B_BATCH0133,K022
PL_BULK_1291,B_BATCH0142,K010
PL_BULK_1292,B_BATCH0119,K004
PL_BULK_1293,B_BATCH0023,K013
PL_BULK_1294,B_BATCH0290,K018
PL_BULK_1295,B_BATCH0249,K005
PL_BULK_1296,B_BATCH0025,K012
PL_BULK_1297,B_MILK774,K014
PL_BULK_1298,B_BATCH0042,K010
PL_BULK_1299,B_BATCH0336,K021
PL_BULK_1300,B_BATCH0305,K016
PL_BULK_1301,B_BATCH0100,K004
PL_BULK_1302,B_BATCH0011,K007
PL_BULK_1303,B_BATCH0085,K021
PL_BULK_1304,B_BATCH0147,K003
PL_BULK_1305,B_BATCH0240,K004
PL_BULK_1306,B_BATCH0155,K013
PL_BULK_1307,B_BATCH0239,K016
PL_BULK_1308,B_BATCH0336,K009
PL_BULK_1309,B_BATCH0044,K021
PL_BULK_1310,B_BATCH0276,K013
PL_BULK_1311,B_BATCH0092,K012
PL_BULK_1312,B_BATCH0193,K012
PL_BULK_1313,B_BATCH0093,K015
PL_BULK_1314,B_BATCH0020,K009
PL_BULK_1315,B_BATCH0223,K015
PL_BULK_1316,B_BATCH0132,K008
PL_BULK_1317,B_BATCH0135,K019
PL_BULK_1318,B_BATCH0029,K005
PL_BULK_1319,B_BATCH0383,K023
PL_BULK_1320,B_BATCH0339,K004
PL_BULK_1321,B_BATCH0041,K022
PL_BULK_1322,B_BATCH0174,K018
PL_BULK_1323,B_BATCH0209,K025
PL_BULK_1324,B_BATCH0299,K008
PL_BULK_1325,B_BATCH0281,K002
PL_BULK_1326,B_BATCH0196,K017
PL_BULK_1327,B_BATCH0212,K018
PL_BULK_1328,B_BATCH0349,K016
PL_BULK_1329,B_BATCH0291,K008
PL_BULK_1330,B_BATCH0241,K010
PL_BULK_1331,B_BATCH0038,K013
PL_BULK_1332,B_BATCH0363,K002
PL_BULK_1333,B_BATCH0255,K019
PL_BULK_1334,B_BATCH0262,K019
PL_BULK_1335,B_BATCH0344,K020
PL_BULK_1336,B_BATCH0073,K004
PL_BULK_1337,B_BATCH0385,K015
PL_BULK_1338,B_BATCH0086,K006
PL_BULK_1339,B_BATCH0106,K007
PL_BULK_1340,B_BATCH0062,K002
PL_BULK_1341,B_BATCH0214,K003
PL_BULK_1342,B_BATCH0347,K014
PL_BULK_1343,B_BATCH0101,K021
PL_BULK_1344,B_BATCH0073,K020
PL_BULK_1345,B_BATCH0130,K011
PL_BULK_1346,B_BATCH0370,K003
PL_BULK_1347,B_BATCH0042,K013
PL_BULK_1348,B_BATCH0282,K013
PL_BULK_1349,B_BATCH0280,K011
PL_BULK_1350,B_BATCH0139,K017
PL_BULK_1351,B_BATCH0232,K001
PL_BULK_1352,B_BATCH0356,K020
PL_BULK_1353,B_BATCH0298,K017
PL_BULK_1354,B_BATCH0212,K004
PL_BULK_1355,B_BATCH0210,K005
PL_BULK_1356,B_BATCH0073,K019
PL_BULK_1357,B_BATCH0299,K019
PL_BULK_1358,B_BATCH0386,K004
PL_BULK_1359,B_BATCH0052,K019
PL_BULK_1360,B_BATCH0049,K010
PL_BULK_1361,B_BATCH0272,K012
PL_BULK_1362,B_BATCH0208,K009
PL_BULK_1363,B_BATCH0194,K021
PL_BULK_1364,B_BATCH0246,K019
PL_BULK_1365,B_BATCH0309,K016
PL_BULK_1366,B_BATCH0017,K006
PL_BULK_1367,B_BATCH0139,K013
PL_BULK_1368,B_BATCH0071,K020
PL_BULK_1369,B_BATCH0309,K022
PL_BULK_1370,B_BATCH0353,K013
PL_BULK_1371,B_BATCH0017,K013
PL_BULK_1372,B_BATCH0167,K023
PL_BULK_1373,B_BATCH0119,K002
PL_BULK_1374,B_BATCH0379,K016
PL_BULK_1375,B_BATCH0135,K012
PL_BULK_1376,B_BATCH0008,K011
PL_BULK_1377,B_BATCH0153,K010
PL_BULK_1378,B_BATCH0141,K016
PL_BULK_1379,B_BATCH0354,K022
PL_BULK_1380,B_BATCH0048,K008
PL_BULK_1381,B_BATCH0066,K010
PL_BULK_1382,B_BATCH0378,K015
PL_BULK_1383,B_BATCH0394,K011
PL_BULK_1384,B_BATCH0135,K024
PL_BULK_1385,B_BATCH0211,K020
PL_BULK_1386,B_BATCH0328,K003
PL_BULK_1387,B_BATCH0094,K015
PL_BULK_1388,B_BATCH0106,K014
PL_BULK_1389,B_BATCH0377,K016
PL_BULK_1390,B_BATCH0386,K017
PL_BULK_1391,B_BATCH0189,K002
PL_BULK_1392,B_BATCH0261,K006
PL_BULK_1393,B_BATCH0031,K010
PL_BULK_1394,B_BATCH0361,K017
PL_BULK_1395,B_BATCH0204,K005
PL_BULK_1396,B_BATCH0266,K019
PL_BULK_1397,B_BATCH0012,K006
PL_BULK_1398,B_BATCH0096,K007
PL_BULK_1399,B_BATCH0027,K008
PL_BULK_1400,B_BATCH0014,K015
PL_BULK_1401,B_BATCH0023,K012
PL_BULK_1402,B_BATCH0358,K007
PL_BULK_1403,B_BATCH0138,K012
PL_BULK_1404,B_BATCH0235,K017
PL_BULK_1405,B_BATCH0201,K021
PL_BULK_1406,B_BATCH0061,K022
PL_BULK_1407,B_BATCH0013,K008
PL_BULK_1408,B_BATCH0188,K016
PL_BULK_1409,B_BATCH0302,K015
PL_BULK_1410,B_BATCH0088,K016
PL_BULK_1411,B_BATCH0298,K018
PL_BULK_1412,B_BATCH0177,K012
PL_BULK_1413,B_BATCH0081,K009
PL_BULK_1414,B_BATCH0381,K023
PL_BULK_1415,B_BATCH0044,K010
PL_BULK_1416,B_BATCH0012,K013
PL_BULK_1417,B_BATCH0023,K006
PL_BULK_1418,B_BATCH0290,K025
PL_BULK_1419,B_BATCH0107,K008
PL_BULK_1420,B_BATCH0329,K008
PL_BULK_1421,B_BATCH0344,K007
PL_BULK_1422,B_BATCH0135,K021
PL_BULK_1423,B_BATCH0207,K017
PL_BULK_1424,B_BATCH0008,K025
PL_BULK_1425,B_BATCH0390,K022
PL_BULK_1426,B_BATCH0002,K016
PL_BULK_1427,B_BATCH0065,K021
PL_BULK_1428,B_BATCH0086,K020
PL_BULK_1429,B_BATCH0002,K008
PL_BULK_1430,B_BATCH0127,K020
PL_BULK_1431,B_BATCH0154,K023
PL_BULK_1432,B_BATCH0361,K021
PL_BULK_1433,B_BATCH0138,K014
PL_BULK_1434,B_BATCH0190,K012
PL_BULK_1435,B_BATCH0233,K009
PL_BULK_1436,B_BATCH0109,K015
PL_BULK_1437,B_BATCH0152,K022
PL_BULK_1438,B_BATCH0264,K020
PL_BULK_1439,B_BATCH0201,K019
PL_BULK_1440,B_BATCH0050,K001
PL_BULK_1441,B_BATCH0259,K022
PL_BULK_1442,B_BATCH0189,K018
PL_BULK_1443,B_BATCH0329,K020
PL_BULK_1444,B_BATCH0309,K010
PL_BULK_1445,B_BATCH0150,K022
PL_BULK_1446,B_BATCH0053,K016
PL_BULK_1447,B_BATCH0030,K011
PL_BULK_1448,B_BATCH0139,K021
PL_BULK_1449,B_BATCH0164,K009
PL_BULK_1450,B_BATCH0131,K021
PL_BULK_1451,B_BATCH0362,K021
PL_BULK_1452,B_BATCH0150,K007
PL_BULK_1453,B_BATCH0074,K017
PL_BULK_1454,B_BATCH0389,K008
PL_BULK_1455,B_BATCH0027,K020
PL_BULK_1456,B_BATCH0204,K022
PL_BULK_1457,B_BATCH0161,K022
PL_BULK_1458,B_BATCH0069,K024
PL_BULK_1459,B_BATCH0011,K021
PL_BULK_1460,B_BATCH0252,K010
PL_BULK_1461,B_BATCH0130,K014
PL_BULK_1462,B_BATCH0205,K013
PL_BULK_1463,B_BATCH0375,K002
PL_BULK_1464,B_BATCH0296,K023
PL_BULK_1465,B_BATCH0290,K007
PL_BULK_1466,B_BATCH0173,K024
PL_BULK_1467,B_BATCH0363,K008
PL_BULK_1468,B_BATCH0349,K018
PL_BULK_1469,B_BATCH0324,K016
